m,p,ld
7.260504201680671732e-02,2.277310924369748135e-01,6.726098656654357910e-01
7.336134453781512077e-02,2.277310924369748135e-01,6.736209988594055176e-01
7.411764705882352422e-02,2.277310924369748135e-01,6.744253039360046387e-01
7.487394957983192767e-02,2.277310924369748135e-01,6.751056909561157227e-01
7.563025210084033112e-02,2.277310924369748135e-01,6.756018996238708496e-01
7.638655462184873457e-02,2.277310924369748135e-01,6.759828925132751465e-01
7.714285714285713802e-02,2.277310924369748135e-01,6.764043569564819336e-01
7.789915966386554147e-02,2.277310924369748135e-01,6.766706705093383789e-01
7.865546218487394492e-02,2.277310924369748135e-01,6.768103837966918945e-01
7.941176470588234837e-02,2.277310924369748135e-01,6.768589019775390625e-01
8.016806722689075182e-02,2.277310924369748135e-01,6.768512129783630371e-01
8.092436974789915527e-02,2.277310924369748135e-01,6.767764687538146973e-01
8.168067226890755872e-02,2.277310924369748135e-01,6.765995025634765625e-01
8.243697478991596217e-02,2.277310924369748135e-01,6.762703657150268555e-01
8.319327731092436562e-02,2.277310924369748135e-01,6.754716038703918457e-01
8.394957983193276907e-02,2.277310924369748135e-01,6.745839715003967285e-01
8.470588235294117252e-02,2.277310924369748135e-01,6.735389828681945801e-01
8.546218487394957597e-02,2.277310924369748135e-01,6.724092960357666016e-01
8.621848739495797942e-02,2.277310924369748135e-01,6.713657975196838379e-01
8.697478991596638287e-02,2.277310924369748135e-01,6.702643036842346191e-01
8.773109243697478632e-02,2.277310924369748135e-01,6.690635085105895996e-01
8.848739495798318977e-02,2.277310924369748135e-01,6.678707599639892578e-01
8.924369747899159322e-02,2.277310924369748135e-01,6.666287779808044434e-01
8.999999999999999667e-02,2.277310924369748135e-01,6.652389764785766602e-01
0.000000000000000000e+00,2.302521008403361491e-01,2.636546641588211060e-02
7.563025210084033416e-04,2.302521008403361491e-01,4.217363521456718445e-02
1.512605042016806683e-03,2.302521008403361491e-01,5.784681066870689392e-02
2.268907563025209916e-03,2.302521008403361491e-01,7.317783683538436890e-02
3.025210084033613366e-03,2.302521008403361491e-01,8.810646086931228638e-02
3.781512605042016816e-03,2.302521008403361491e-01,1.029182672500610352e-01
4.537815126050419832e-03,2.302521008403361491e-01,1.172366514801979065e-01
5.294117647058823282e-03,2.302521008403361491e-01,1.309736520051956177e-01
6.050420168067226732e-03,2.302521008403361491e-01,1.444527804851531982e-01
6.806722689075630182e-03,2.302521008403361491e-01,1.575384885072708130e-01
7.563025210084033632e-03,2.302521008403361491e-01,1.705115586519241333e-01
8.319327731092436215e-03,2.302521008403361491e-01,1.830875575542449951e-01
9.075630252100839665e-03,2.302521008403361491e-01,1.957598626613616943e-01
9.831932773109243115e-03,2.302521008403361491e-01,2.082492113113403320e-01
1.058823529411764656e-02,2.302521008403361491e-01,2.205198109149932861e-01
1.134453781512605001e-02,2.302521008403361491e-01,2.326021641492843628e-01
1.210084033613445346e-02,2.302521008403361491e-01,2.446313947439193726e-01
1.285714285714285691e-02,2.302521008403361491e-01,2.564120888710021973e-01
1.361344537815126036e-02,2.302521008403361491e-01,2.680774033069610596e-01
1.436974789915966381e-02,2.302521008403361491e-01,2.796266078948974609e-01
1.512605042016806726e-02,2.302521008403361491e-01,2.911797165870666504e-01
1.588235294117646898e-02,2.302521008403361491e-01,3.027989864349365234e-01
1.663865546218487243e-02,2.302521008403361491e-01,3.144908547401428223e-01
1.739495798319327588e-02,2.302521008403361491e-01,3.253639042377471924e-01
1.815126050420167933e-02,2.302521008403361491e-01,3.368203043937683105e-01
1.890756302521008278e-02,2.302521008403361491e-01,3.482569158077239990e-01
1.966386554621848623e-02,2.302521008403361491e-01,3.599646389484405518e-01
2.042016806722688968e-02,2.302521008403361491e-01,3.711653947830200195e-01
2.117647058823529313e-02,2.302521008403361491e-01,3.819860517978668213e-01
2.193277310924369658e-02,2.302521008403361491e-01,3.927181661128997803e-01
2.268907563025210003e-02,2.302521008403361491e-01,4.029388725757598877e-01
2.344537815126050348e-02,2.302521008403361491e-01,4.125617444515228271e-01
2.420168067226890693e-02,2.302521008403361491e-01,4.218741655349731445e-01
2.495798319327731038e-02,2.302521008403361491e-01,4.305050671100616455e-01
2.571428571428571383e-02,2.302521008403361491e-01,4.385447800159454346e-01
2.647058823529411728e-02,2.302521008403361491e-01,4.462470412254333496e-01
2.722689075630252073e-02,2.302521008403361491e-01,4.535257220268249512e-01
2.798319327731092418e-02,2.302521008403361491e-01,4.602394402027130127e-01
2.873949579831932763e-02,2.302521008403361491e-01,4.670628309249877930e-01
2.949579831932773108e-02,2.302521008403361491e-01,4.735693037509918213e-01
3.025210084033613453e-02,2.302521008403361491e-01,4.794548153877258301e-01
3.100840336134453798e-02,2.302521008403361491e-01,4.850836694240570068e-01
3.176470588235293796e-02,2.302521008403361491e-01,4.909291267395019531e-01
3.252100840336134141e-02,2.302521008403361491e-01,4.964086711406707764e-01
3.327731092436974486e-02,2.302521008403361491e-01,5.014736056327819824e-01
3.403361344537814831e-02,2.302521008403361491e-01,5.065178871154785156e-01
3.478991596638655176e-02,2.302521008403361491e-01,5.118443369865417480e-01
3.554621848739495521e-02,2.302521008403361491e-01,5.168168544769287109e-01
3.630252100840335866e-02,2.302521008403361491e-01,5.240879654884338379e-01
3.705882352941176211e-02,2.302521008403361491e-01,5.289683341979980469e-01
3.781512605042016556e-02,2.302521008403361491e-01,5.340276360511779785e-01
3.857142857142856901e-02,2.302521008403361491e-01,5.390861630439758301e-01
3.932773109243697246e-02,2.302521008403361491e-01,5.436472296714782715e-01
4.008403361344537591e-02,2.302521008403361491e-01,5.483185648918151855e-01
4.084033613445377936e-02,2.302521008403361491e-01,5.532139539718627930e-01
4.159663865546218281e-02,2.302521008403361491e-01,5.581184029579162598e-01
4.235294117647058626e-02,2.302521008403361491e-01,5.631123781204223633e-01
4.310924369747898971e-02,2.302521008403361491e-01,5.678580403327941895e-01
4.386554621848739316e-02,2.302521008403361491e-01,5.724894404411315918e-01
4.462184873949579661e-02,2.302521008403361491e-01,5.771861672401428223e-01
4.537815126050420006e-02,2.302521008403361491e-01,5.818551778793334961e-01
4.613445378151260351e-02,2.302521008403361491e-01,5.863787531852722168e-01
4.689075630252100696e-02,2.302521008403361491e-01,5.906208753585815430e-01
4.764705882352941041e-02,2.302521008403361491e-01,5.945129990577697754e-01
4.840336134453781386e-02,2.302521008403361491e-01,5.983833074569702148e-01
4.915966386554621731e-02,2.302521008403361491e-01,6.020184755325317383e-01
4.991596638655462076e-02,2.302521008403361491e-01,6.056908369064331055e-01
5.067226890756302421e-02,2.302521008403361491e-01,6.095187067985534668e-01
5.142857142857142766e-02,2.302521008403361491e-01,6.132869124412536621e-01
5.218487394957983111e-02,2.302521008403361491e-01,6.170065402984619141e-01
5.294117647058823456e-02,2.302521008403361491e-01,6.206941008567810059e-01
5.369747899159663801e-02,2.302521008403361491e-01,6.242032051086425781e-01
5.445378151260504146e-02,2.302521008403361491e-01,6.272845268249511719e-01
5.521008403361344491e-02,2.302521008403361491e-01,6.302481889724731445e-01
5.596638655462184836e-02,2.302521008403361491e-01,6.331035494804382324e-01
5.672268907563025181e-02,2.302521008403361491e-01,6.357942223548889160e-01
5.747899159663865526e-02,2.302521008403361491e-01,6.384412050247192383e-01
5.823529411764705871e-02,2.302521008403361491e-01,6.407644748687744141e-01
5.899159663865546216e-02,2.302521008403361491e-01,6.461508274078369141e-01
5.974789915966386561e-02,2.302521008403361491e-01,6.480455994606018066e-01
6.050420168067226906e-02,2.302521008403361491e-01,6.498985290527343750e-01
6.126050420168067251e-02,2.302521008403361491e-01,6.518143415451049805e-01
6.201680672268907596e-02,2.302521008403361491e-01,6.537865400314331055e-01
6.277310924369747247e-02,2.302521008403361491e-01,6.555715799331665039e-01
6.352941176470587592e-02,2.302521008403361491e-01,6.569978594779968262e-01
6.428571428571427937e-02,2.302521008403361491e-01,6.583729982376098633e-01
6.504201680672268282e-02,2.302521008403361491e-01,6.599872708320617676e-01
6.579831932773108627e-02,2.302521008403361491e-01,6.616780757904052734e-01
6.655462184873948972e-02,2.302521008403361491e-01,6.635277867317199707e-01
6.731092436974789317e-02,2.302521008403361491e-01,6.652817130088806152e-01
6.806722689075629662e-02,2.302521008403361491e-01,6.668385863304138184e-01
6.882352941176470007e-02,2.302521008403361491e-01,6.684986352920532227e-01
6.957983193277310352e-02,2.302521008403361491e-01,6.700918078422546387e-01
7.033613445378150697e-02,2.302521008403361491e-01,6.717565655708312988e-01
7.109243697478991042e-02,2.302521008403361491e-01,6.730361580848693848e-01
7.184873949579831387e-02,2.302521008403361491e-01,6.742193698883056641e-01
7.260504201680671732e-02,2.302521008403361491e-01,6.750887632369995117e-01
7.336134453781512077e-02,2.302521008403361491e-01,6.759112477302551270e-01
7.411764705882352422e-02,2.302521008403361491e-01,6.765651702880859375e-01
7.487394957983192767e-02,2.302521008403361491e-01,6.775133609771728516e-01
7.563025210084033112e-02,2.302521008403361491e-01,6.783913969993591309e-01
7.638655462184873457e-02,2.302521008403361491e-01,6.790215969085693359e-01
7.714285714285713802e-02,2.302521008403361491e-01,6.795907616615295410e-01
7.789915966386554147e-02,2.302521008403361491e-01,6.799964308738708496e-01
7.865546218487394492e-02,2.302521008403361491e-01,6.803296208381652832e-01
7.941176470588234837e-02,2.302521008403361491e-01,6.805633306503295898e-01
8.016806722689075182e-02,2.302521008403361491e-01,6.805177330970764160e-01
8.092436974789915527e-02,2.302521008403361491e-01,6.804435849189758301e-01
8.168067226890755872e-02,2.302521008403361491e-01,6.804275512695312500e-01
8.243697478991596217e-02,2.302521008403361491e-01,6.802513599395751953e-01
8.319327731092436562e-02,2.302521008403361491e-01,6.797147393226623535e-01
8.394957983193276907e-02,2.302521008403361491e-01,6.790279150009155273e-01
8.470588235294117252e-02,2.302521008403361491e-01,6.783389449119567871e-01
8.546218487394957597e-02,2.302521008403361491e-01,6.775536537170410156e-01
8.621848739495797942e-02,2.302521008403361491e-01,6.766805648803710938e-01
8.697478991596638287e-02,2.302521008403361491e-01,6.757016181945800781e-01
8.773109243697478632e-02,2.302521008403361491e-01,6.747087240219116211e-01
8.848739495798318977e-02,2.302521008403361491e-01,6.736188530921936035e-01
8.924369747899159322e-02,2.302521008403361491e-01,6.724658012390136719e-01
8.999999999999999667e-02,2.302521008403361491e-01,6.711719036102294922e-01
0.000000000000000000e+00,2.327731092436974847e-01,2.636546641588211060e-02
7.563025210084033416e-04,2.327731092436974847e-01,4.217458143830299377e-02
1.512605042016806683e-03,2.327731092436974847e-01,5.791426450014114380e-02
2.268907563025209916e-03,2.327731092436974847e-01,7.322042435407638550e-02
3.025210084033613366e-03,2.327731092436974847e-01,8.817020058631896973e-02
3.781512605042016816e-03,2.327731092436974847e-01,1.030590534210205078e-01
4.537815126050419832e-03,2.327731092436974847e-01,1.173921674489974976e-01
5.294117647058823282e-03,2.327731092436974847e-01,1.311942636966705322e-01
6.050420168067226732e-03,2.327731092436974847e-01,1.447312235832214355e-01
6.806722689075630182e-03,2.327731092436974847e-01,1.579034924507141113e-01
7.563025210084033632e-03,2.327731092436974847e-01,1.709391325712203979e-01
8.319327731092436215e-03,2.327731092436974847e-01,1.836653798818588257e-01
9.075630252100839665e-03,2.327731092436974847e-01,1.964307427406311035e-01
9.831932773109243115e-03,2.327731092436974847e-01,2.090506404638290405e-01
1.058823529411764656e-02,2.327731092436974847e-01,2.213626354932785034e-01
1.134453781512605001e-02,2.327731092436974847e-01,2.333250194787979126e-01
1.210084033613445346e-02,2.327731092436974847e-01,2.450780719518661499e-01
1.285714285714285691e-02,2.327731092436974847e-01,2.567851245403289795e-01
1.361344537815126036e-02,2.327731092436974847e-01,2.683698832988739014e-01
1.436974789915966381e-02,2.327731092436974847e-01,2.797879874706268311e-01
1.512605042016806726e-02,2.327731092436974847e-01,2.914365530014038086e-01
1.588235294117646898e-02,2.327731092436974847e-01,3.030073642730712891e-01
1.663865546218487243e-02,2.327731092436974847e-01,3.146006464958190918e-01
1.739495798319327588e-02,2.327731092436974847e-01,3.253655135631561279e-01
1.815126050420167933e-02,2.327731092436974847e-01,3.368360996246337891e-01
1.890756302521008278e-02,2.327731092436974847e-01,3.480699956417083740e-01
1.966386554621848623e-02,2.327731092436974847e-01,3.599056601524353027e-01
2.042016806722688968e-02,2.327731092436974847e-01,3.713903725147247314e-01
2.117647058823529313e-02,2.327731092436974847e-01,3.821921646595001221e-01
2.193277310924369658e-02,2.327731092436974847e-01,3.929322063922882080e-01
2.268907563025210003e-02,2.327731092436974847e-01,4.033823311328887939e-01
2.344537815126050348e-02,2.327731092436974847e-01,4.132078289985656738e-01
2.420168067226890693e-02,2.327731092436974847e-01,4.224773645401000977e-01
2.495798319327731038e-02,2.327731092436974847e-01,4.312446713447570801e-01
2.571428571428571383e-02,2.327731092436974847e-01,4.395320117473602295e-01
2.647058823529411728e-02,2.327731092436974847e-01,4.471828043460845947e-01
2.722689075630252073e-02,2.327731092436974847e-01,4.541850686073303223e-01
2.798319327731092418e-02,2.327731092436974847e-01,4.606884121894836426e-01
2.873949579831932763e-02,2.327731092436974847e-01,4.669229686260223389e-01
2.949579831932773108e-02,2.327731092436974847e-01,4.730723500251770020e-01
3.025210084033613453e-02,2.327731092436974847e-01,4.793699383735656738e-01
3.100840336134453798e-02,2.327731092436974847e-01,4.852556288242340088e-01
3.176470588235293796e-02,2.327731092436974847e-01,4.911943674087524414e-01
3.252100840336134141e-02,2.327731092436974847e-01,4.968983232975006104e-01
3.327731092436974486e-02,2.327731092436974847e-01,5.022959709167480469e-01
3.403361344537814831e-02,2.327731092436974847e-01,5.072517991065979004e-01
3.478991596638655176e-02,2.327731092436974847e-01,5.123494863510131836e-01
3.554621848739495521e-02,2.327731092436974847e-01,5.174568891525268555e-01
3.630252100840335866e-02,2.327731092436974847e-01,5.251293182373046875e-01
3.705882352941176211e-02,2.327731092436974847e-01,5.300517082214355469e-01
3.781512605042016556e-02,2.327731092436974847e-01,5.350059270858764648e-01
3.857142857142856901e-02,2.327731092436974847e-01,5.401421189308166504e-01
3.932773109243697246e-02,2.327731092436974847e-01,5.449631810188293457e-01
4.008403361344537591e-02,2.327731092436974847e-01,5.496924519538879395e-01
4.084033613445377936e-02,2.327731092436974847e-01,5.546022653579711914e-01
4.159663865546218281e-02,2.327731092436974847e-01,5.595702528953552246e-01
4.235294117647058626e-02,2.327731092436974847e-01,5.644063949584960938e-01
4.310924369747898971e-02,2.327731092436974847e-01,5.691446661949157715e-01
4.386554621848739316e-02,2.327731092436974847e-01,5.738294124603271484e-01
4.462184873949579661e-02,2.327731092436974847e-01,5.784459114074707031e-01
4.537815126050420006e-02,2.327731092436974847e-01,5.831472873687744141e-01
4.613445378151260351e-02,2.327731092436974847e-01,5.876715779304504395e-01
4.689075630252100696e-02,2.327731092436974847e-01,5.920892357826232910e-01
4.764705882352941041e-02,2.327731092436974847e-01,5.963835716247558594e-01
4.840336134453781386e-02,2.327731092436974847e-01,6.003417968750000000e-01
4.915966386554621731e-02,2.327731092436974847e-01,6.041569709777832031e-01
4.991596638655462076e-02,2.327731092436974847e-01,6.078928709030151367e-01
5.067226890756302421e-02,2.327731092436974847e-01,6.114828586578369141e-01
5.142857142857142766e-02,2.327731092436974847e-01,6.151311993598937988e-01
5.218487394957983111e-02,2.327731092436974847e-01,6.187516450881958008e-01
5.294117647058823456e-02,2.327731092436974847e-01,6.226092576980590820e-01
5.369747899159663801e-02,2.327731092436974847e-01,6.260426640510559082e-01
5.445378151260504146e-02,2.327731092436974847e-01,6.293793916702270508e-01
5.521008403361344491e-02,2.327731092436974847e-01,6.326324939727783203e-01
5.596638655462184836e-02,2.327731092436974847e-01,6.356106400489807129e-01
5.672268907563025181e-02,2.327731092436974847e-01,6.384302377700805664e-01
5.747899159663865526e-02,2.327731092436974847e-01,6.410977244377136230e-01
5.823529411764705871e-02,2.327731092436974847e-01,6.438962221145629883e-01
5.899159663865546216e-02,2.327731092436974847e-01,6.463667750358581543e-01
5.974789915966386561e-02,2.327731092436974847e-01,6.518451571464538574e-01
6.050420168067226906e-02,2.327731092436974847e-01,6.541156768798828125e-01
6.126050420168067251e-02,2.327731092436974847e-01,6.562652587890625000e-01
6.201680672268907596e-02,2.327731092436974847e-01,6.579915285110473633e-01
6.277310924369747247e-02,2.327731092436974847e-01,6.594477295875549316e-01
6.352941176470587592e-02,2.327731092436974847e-01,6.610312461853027344e-01
6.428571428571427937e-02,2.327731092436974847e-01,6.627641916275024414e-01
6.504201680672268282e-02,2.327731092436974847e-01,6.642030477523803711e-01
6.579831932773108627e-02,2.327731092436974847e-01,6.656722426414489746e-01
6.655462184873948972e-02,2.327731092436974847e-01,6.672208905220031738e-01
6.731092436974789317e-02,2.327731092436974847e-01,6.687281131744384766e-01
6.806722689075629662e-02,2.327731092436974847e-01,6.702305078506469727e-01
6.882352941176470007e-02,2.327731092436974847e-01,6.716688871383666992e-01
6.957983193277310352e-02,2.327731092436974847e-01,6.730628609657287598e-01
7.033613445378150697e-02,2.327731092436974847e-01,6.744652390480041504e-01
7.109243697478991042e-02,2.327731092436974847e-01,6.759965419769287109e-01
7.184873949579831387e-02,2.327731092436974847e-01,6.774265170097351074e-01
7.260504201680671732e-02,2.327731092436974847e-01,6.783207654953002930e-01
7.336134453781512077e-02,2.327731092436974847e-01,6.791206002235412598e-01
7.411764705882352422e-02,2.327731092436974847e-01,6.797289252281188965e-01
7.487394957983192767e-02,2.327731092436974847e-01,6.803537011146545410e-01
7.563025210084033112e-02,2.327731092436974847e-01,6.809066534042358398e-01
7.638655462184873457e-02,2.327731092436974847e-01,6.815447211265563965e-01
7.714285714285713802e-02,2.327731092436974847e-01,6.823140382766723633e-01
7.789915966386554147e-02,2.327731092436974847e-01,6.829905509948730469e-01
7.865546218487394492e-02,2.327731092436974847e-01,6.835820078849792480e-01
7.941176470588234837e-02,2.327731092436974847e-01,6.840067505836486816e-01
8.016806722689075182e-02,2.327731092436974847e-01,6.843559741973876953e-01
8.092436974789915527e-02,2.327731092436974847e-01,6.845705509185791016e-01
8.168067226890755872e-02,2.327731092436974847e-01,6.846442222595214844e-01
8.243697478991596217e-02,2.327731092436974847e-01,6.844563484191894531e-01
8.319327731092436562e-02,2.327731092436974847e-01,6.839727163314819336e-01
8.394957983193276907e-02,2.327731092436974847e-01,6.834269762039184570e-01
8.470588235294117252e-02,2.327731092436974847e-01,6.829326748847961426e-01
8.546218487394957597e-02,2.327731092436974847e-01,6.822608709335327148e-01
8.621848739495797942e-02,2.327731092436974847e-01,6.814988851547241211e-01
8.697478991596638287e-02,2.327731092436974847e-01,6.806704401969909668e-01
8.773109243697478632e-02,2.327731092436974847e-01,6.796098947525024414e-01
8.848739495798318977e-02,2.327731092436974847e-01,6.785921454429626465e-01
8.924369747899159322e-02,2.327731092436974847e-01,6.774345040321350098e-01
8.999999999999999667e-02,2.327731092436974847e-01,6.763325333595275879e-01
0.000000000000000000e+00,2.352941176470588203e-01,2.636546641588211060e-02
7.563025210084033416e-04,2.352941176470588203e-01,4.218996688723564148e-02
1.512605042016806683e-03,2.352941176470588203e-01,5.794193595647811890e-02
2.268907563025209916e-03,2.352941176470588203e-01,7.325363159179687500e-02
3.025210084033613366e-03,2.352941176470588203e-01,8.827068656682968140e-02
3.781512605042016816e-03,2.352941176470588203e-01,1.032108590006828308e-01
4.537815126050419832e-03,2.352941176470588203e-01,1.175685897469520569e-01
5.294117647058823282e-03,2.352941176470588203e-01,1.314240247011184692e-01
6.050420168067226732e-03,2.352941176470588203e-01,1.449769735336303711e-01
6.806722689075630182e-03,2.352941176470588203e-01,1.582608222961425781e-01
7.563025210084033632e-03,2.352941176470588203e-01,1.713803261518478394e-01
8.319327731092436215e-03,2.352941176470588203e-01,1.842037439346313477e-01
9.075630252100839665e-03,2.352941176470588203e-01,1.970731914043426514e-01
9.831932773109243115e-03,2.352941176470588203e-01,2.097101807594299316e-01
1.058823529411764656e-02,2.352941176470588203e-01,2.218827456235885620e-01
1.134453781512605001e-02,2.352941176470588203e-01,2.338367551565170288e-01
1.210084033613445346e-02,2.352941176470588203e-01,2.455094605684280396e-01
1.285714285714285691e-02,2.352941176470588203e-01,2.571654319763183594e-01
1.361344537815126036e-02,2.352941176470588203e-01,2.688105404376983643e-01
1.436974789915966381e-02,2.352941176470588203e-01,2.802113294601440430e-01
1.512605042016806726e-02,2.352941176470588203e-01,2.917600572109222412e-01
1.588235294117646898e-02,2.352941176470588203e-01,3.033214807510375977e-01
1.663865546218487243e-02,2.352941176470588203e-01,3.147656917572021484e-01
1.739495798319327588e-02,2.352941176470588203e-01,3.254991173744201660e-01
1.815126050420167933e-02,2.352941176470588203e-01,3.370012044906616211e-01
1.890756302521008278e-02,2.352941176470588203e-01,3.482570350170135498e-01
1.966386554621848623e-02,2.352941176470588203e-01,3.600129485130310059e-01
2.042016806722688968e-02,2.352941176470588203e-01,3.716071248054504395e-01
2.117647058823529313e-02,2.352941176470588203e-01,3.826018869876861572e-01
2.193277310924369658e-02,2.352941176470588203e-01,3.933731019496917725e-01
2.268907563025210003e-02,2.352941176470588203e-01,4.037607014179229736e-01
2.344537815126050348e-02,2.352941176470588203e-01,4.138346314430236816e-01
2.420168067226890693e-02,2.352941176470588203e-01,4.233794510364532471e-01
2.495798319327731038e-02,2.352941176470588203e-01,4.319148063659667969e-01
2.571428571428571383e-02,2.352941176470588203e-01,4.399955272674560547e-01
2.647058823529411728e-02,2.352941176470588203e-01,4.475397169589996338e-01
2.722689075630252073e-02,2.352941176470588203e-01,4.546927511692047119e-01
2.798319327731092418e-02,2.352941176470588203e-01,4.613566696643829346e-01
2.873949579831932763e-02,2.352941176470588203e-01,4.677927196025848389e-01
2.949579831932773108e-02,2.352941176470588203e-01,4.740454256534576416e-01
3.025210084033613453e-02,2.352941176470588203e-01,4.801101088523864746e-01
3.100840336134453798e-02,2.352941176470588203e-01,4.862385392189025879e-01
3.176470588235293796e-02,2.352941176470588203e-01,4.921241104602813721e-01
3.252100840336134141e-02,2.352941176470588203e-01,4.979858696460723877e-01
3.327731092436974486e-02,2.352941176470588203e-01,5.034766197204589844e-01
3.403361344537814831e-02,2.352941176470588203e-01,5.088540911674499512e-01
3.478991596638655176e-02,2.352941176470588203e-01,5.139388442039489746e-01
3.554621848739495521e-02,2.352941176470588203e-01,5.190054774284362793e-01
3.630252100840335866e-02,2.352941176470588203e-01,5.241729617118835449e-01
3.705882352941176211e-02,2.352941176470588203e-01,5.319616198539733887e-01
3.781512605042016556e-02,2.352941176470588203e-01,5.369565486907958984e-01
3.857142857142856901e-02,2.352941176470588203e-01,5.420252680778503418e-01
3.932773109243697246e-02,2.352941176470588203e-01,5.467764735221862793e-01
4.008403361344537591e-02,2.352941176470588203e-01,5.515140295028686523e-01
4.084033613445377936e-02,2.352941176470588203e-01,5.561870336532592773e-01
4.159663865546218281e-02,2.352941176470588203e-01,5.610085725784301758e-01
4.235294117647058626e-02,2.352941176470588203e-01,5.658643245697021484e-01
4.310924369747898971e-02,2.352941176470588203e-01,5.706201195716857910e-01
4.386554621848739316e-02,2.352941176470588203e-01,5.753920674324035645e-01
4.462184873949579661e-02,2.352941176470588203e-01,5.800285339355468750e-01
4.537815126050420006e-02,2.352941176470588203e-01,5.844848155975341797e-01
4.613445378151260351e-02,2.352941176470588203e-01,5.890560746192932129e-01
4.689075630252100696e-02,2.352941176470588203e-01,5.932761430740356445e-01
4.764705882352941041e-02,2.352941176470588203e-01,5.975674986839294434e-01
4.840336134453781386e-02,2.352941176470588203e-01,6.017890572547912598e-01
4.915966386554621731e-02,2.352941176470588203e-01,6.059113740921020508e-01
4.991596638655462076e-02,2.352941176470588203e-01,6.096871495246887207e-01
5.067226890756302421e-02,2.352941176470588203e-01,6.134779453277587891e-01
5.142857142857142766e-02,2.352941176470588203e-01,6.172251105308532715e-01
5.218487394957983111e-02,2.352941176470588203e-01,6.207261085510253906e-01
5.294117647058823456e-02,2.352941176470588203e-01,6.243014931678771973e-01
5.369747899159663801e-02,2.352941176470588203e-01,6.277883052825927734e-01
5.445378151260504146e-02,2.352941176470588203e-01,6.310886740684509277e-01
5.521008403361344491e-02,2.352941176470588203e-01,6.340423226356506348e-01
5.596638655462184836e-02,2.352941176470588203e-01,6.372478008270263672e-01
5.672268907563025181e-02,2.352941176470588203e-01,6.402627825736999512e-01
5.747899159663865526e-02,2.352941176470588203e-01,6.430994272232055664e-01
5.823529411764705871e-02,2.352941176470588203e-01,6.456989645957946777e-01
5.899159663865546216e-02,2.352941176470588203e-01,6.484919190406799316e-01
5.974789915966386561e-02,2.352941176470588203e-01,6.511528491973876953e-01
6.050420168067226906e-02,2.352941176470588203e-01,6.567673683166503906e-01
6.126050420168067251e-02,2.352941176470588203e-01,6.591454744338989258e-01
6.201680672268907596e-02,2.352941176470588203e-01,6.613993644714355469e-01
6.277310924369747247e-02,2.352941176470588203e-01,6.634825468063354492e-01
6.352941176470587592e-02,2.352941176470588203e-01,6.649739146232604980e-01
6.428571428571427937e-02,2.352941176470588203e-01,6.663712263107299805e-01
6.504201680672268282e-02,2.352941176470588203e-01,6.680012941360473633e-01
6.579831932773108627e-02,2.352941176470588203e-01,6.695661544799804688e-01
6.655462184873948972e-02,2.352941176470588203e-01,6.710693240165710449e-01
6.731092436974789317e-02,2.352941176470588203e-01,6.723403334617614746e-01
6.806722689075629662e-02,2.352941176470588203e-01,6.737211346626281738e-01
6.882352941176470007e-02,2.352941176470588203e-01,6.750261783599853516e-01
6.957983193277310352e-02,2.352941176470588203e-01,6.762461662292480469e-01
7.033613445378150697e-02,2.352941176470588203e-01,6.774821877479553223e-01
7.109243697478991042e-02,2.352941176470588203e-01,6.787099838256835938e-01
7.184873949579831387e-02,2.352941176470588203e-01,6.799408197402954102e-01
7.260504201680671732e-02,2.352941176470588203e-01,6.810792088508605957e-01
7.336134453781512077e-02,2.352941176470588203e-01,6.821112632751464844e-01
7.411764705882352422e-02,2.352941176470588203e-01,6.828154921531677246e-01
7.487394957983192767e-02,2.352941176470588203e-01,6.835460066795349121e-01
7.563025210084033112e-02,2.352941176470588203e-01,6.840993165969848633e-01
7.638655462184873457e-02,2.352941176470588203e-01,6.845881938934326172e-01
7.714285714285713802e-02,2.352941176470588203e-01,6.850365996360778809e-01
7.789915966386554147e-02,2.352941176470588203e-01,6.855956912040710449e-01
7.865546218487394492e-02,2.352941176470588203e-01,6.861181259155273438e-01
7.941176470588234837e-02,2.352941176470588203e-01,6.865365505218505859e-01
8.016806722689075182e-02,2.352941176470588203e-01,6.867599487304687500e-01
8.092436974789915527e-02,2.352941176470588203e-01,6.867861151695251465e-01
8.168067226890755872e-02,2.352941176470588203e-01,6.868524551391601562e-01
8.243697478991596217e-02,2.352941176470588203e-01,6.866376996040344238e-01
8.319327731092436562e-02,2.352941176470588203e-01,6.862248182296752930e-01
8.394957983193276907e-02,2.352941176470588203e-01,6.855711936950683594e-01
8.470588235294117252e-02,2.352941176470588203e-01,6.848517060279846191e-01
8.546218487394957597e-02,2.352941176470588203e-01,6.841151714324951172e-01
8.621848739495797942e-02,2.352941176470588203e-01,6.833866238594055176e-01
8.697478991596638287e-02,2.352941176470588203e-01,6.826053261756896973e-01
8.773109243697478632e-02,2.352941176470588203e-01,6.816744208335876465e-01
8.848739495798318977e-02,2.352941176470588203e-01,6.807429194450378418e-01
8.924369747899159322e-02,2.352941176470588203e-01,6.798509955406188965e-01
8.999999999999999667e-02,2.352941176470588203e-01,6.788463592529296875e-01
0.000000000000000000e+00,2.378151260504201836e-01,2.636546641588211060e-02
7.563025210084033416e-04,2.378151260504201836e-01,4.219945147633552551e-02
1.512605042016806683e-03,2.378151260504201836e-01,5.794456973671913147e-02
2.268907563025209916e-03,2.378151260504201836e-01,7.328990846872329712e-02
