m,p,ld
5.596638655462184836e-02,3.386554621848739677e-01,6.261267662048339844e-01
5.672268907563025181e-02,3.386554621848739677e-01,6.296500563621520996e-01
5.747899159663865526e-02,3.386554621848739677e-01,6.332547664642333984e-01
5.823529411764705871e-02,3.386554621848739677e-01,6.365043520927429199e-01
5.899159663865546216e-02,3.386554621848739677e-01,6.395024657249450684e-01
5.974789915966386561e-02,3.386554621848739677e-01,6.424425840377807617e-01
6.050420168067226906e-02,3.386554621848739677e-01,6.452887058258056641e-01
6.126050420168067251e-02,3.386554621848739677e-01,6.481814384460449219e-01
6.201680672268907596e-02,3.386554621848739677e-01,6.510937213897705078e-01
6.277310924369747247e-02,3.386554621848739677e-01,6.540079712867736816e-01
6.352941176470587592e-02,3.386554621848739677e-01,6.566609144210815430e-01
6.428571428571427937e-02,3.386554621848739677e-01,6.591984629631042480e-01
6.504201680672268282e-02,3.386554621848739677e-01,6.616101861000061035e-01
6.579831932773108627e-02,3.386554621848739677e-01,6.636433601379394531e-01
6.655462184873948972e-02,3.386554621848739677e-01,6.656599044799804688e-01
6.731092436974789317e-02,3.386554621848739677e-01,6.677637100219726562e-01
6.806722689075629662e-02,3.386554621848739677e-01,6.699023246765136719e-01
6.882352941176470007e-02,3.386554621848739677e-01,6.718047261238098145e-01
6.957983193277310352e-02,3.386554621848739677e-01,6.735515594482421875e-01
7.033613445378150697e-02,3.386554621848739677e-01,6.750470399856567383e-01
7.109243697478991042e-02,3.386554621848739677e-01,6.763501763343811035e-01
7.184873949579831387e-02,3.386554621848739677e-01,6.777037382125854492e-01
7.260504201680671732e-02,3.386554621848739677e-01,6.788082122802734375e-01
7.336134453781512077e-02,3.386554621848739677e-01,6.795914769172668457e-01
7.411764705882352422e-02,3.386554621848739677e-01,6.799544692039489746e-01
7.487394957983192767e-02,3.386554621848739677e-01,6.800028681755065918e-01
7.563025210084033112e-02,3.386554621848739677e-01,6.798788309097290039e-01
7.638655462184873457e-02,3.386554621848739677e-01,6.795347332954406738e-01
7.714285714285713802e-02,3.386554621848739677e-01,6.791345477104187012e-01
7.789915966386554147e-02,3.386554621848739677e-01,6.787996292114257812e-01
7.865546218487394492e-02,3.386554621848739677e-01,6.783772110939025879e-01
7.941176470588234837e-02,3.386554621848739677e-01,6.779340505599975586e-01
8.016806722689075182e-02,3.386554621848739677e-01,6.773288249969482422e-01
8.092436974789915527e-02,3.386554621848739677e-01,6.767674684524536133e-01
8.168067226890755872e-02,3.386554621848739677e-01,6.761272549629211426e-01
8.243697478991596217e-02,3.386554621848739677e-01,6.755577921867370605e-01
8.319327731092436562e-02,3.386554621848739677e-01,6.749968528747558594e-01
8.394957983193276907e-02,3.386554621848739677e-01,6.744156479835510254e-01
8.470588235294117252e-02,3.386554621848739677e-01,6.738200783729553223e-01
8.546218487394957597e-02,3.386554621848739677e-01,6.731784343719482422e-01
8.621848739495797942e-02,3.386554621848739677e-01,6.750466823577880859e-01
8.697478991596638287e-02,3.386554621848739677e-01,6.741402745246887207e-01
8.773109243697478632e-02,3.386554621848739677e-01,6.732266545295715332e-01
8.848739495798318977e-02,3.386554621848739677e-01,6.722502112388610840e-01
8.924369747899159322e-02,3.386554621848739677e-01,6.713395714759826660e-01
8.999999999999999667e-02,3.386554621848739677e-01,6.703860163688659668e-01
0.000000000000000000e+00,3.411764705882353033e-01,2.636546641588211060e-02
7.563025210084033416e-04,3.411764705882353033e-01,4.277421161532402039e-02
1.512605042016806683e-03,3.411764705882353033e-01,5.917340144515037537e-02
2.268907563025209916e-03,3.411764705882353033e-01,7.507646083831787109e-02
3.025210084033613366e-03,3.411764705882353033e-01,9.050627052783966064e-02
3.781512605042016816e-03,3.411764705882353033e-01,1.053703874349594116e-01
4.537815126050419832e-03,3.411764705882353033e-01,1.195542588829994202e-01
5.294117647058823282e-03,3.411764705882353033e-01,1.332401335239410400e-01
6.050420168067226732e-03,3.411764705882353033e-01,1.466218680143356323e-01
6.806722689075630182e-03,3.411764705882353033e-01,1.600499004125595093e-01
7.563025210084033632e-03,3.411764705882353033e-01,1.731732636690139771e-01
8.319327731092436215e-03,3.411764705882353033e-01,1.861585080623626709e-01
9.075630252100839665e-03,3.411764705882353033e-01,1.991015225648880005e-01
9.831932773109243115e-03,3.411764705882353033e-01,2.117825448513031006e-01
1.058823529411764656e-02,3.411764705882353033e-01,2.244540154933929443e-01
1.134453781512605001e-02,3.411764705882353033e-01,2.369051128625869751e-01
1.210084033613445346e-02,3.411764705882353033e-01,2.489445060491561890e-01
1.285714285714285691e-02,3.411764705882353033e-01,2.608404159545898438e-01
1.361344537815126036e-02,3.411764705882353033e-01,2.723257243633270264e-01
1.436974789915966381e-02,3.411764705882353033e-01,2.836420536041259766e-01
1.512605042016806726e-02,3.411764705882353033e-01,2.948775887489318848e-01
1.588235294117646898e-02,3.411764705882353033e-01,3.059465587139129639e-01
1.663865546218487243e-02,3.411764705882353033e-01,3.168250620365142822e-01
1.739495798319327588e-02,3.411764705882353033e-01,3.273219168186187744e-01
1.815126050420167933e-02,3.411764705882353033e-01,3.374848961830139160e-01
1.890756302521008278e-02,3.411764705882353033e-01,3.476220965385437012e-01
1.966386554621848623e-02,3.411764705882353033e-01,3.576148450374603271e-01
2.042016806722688968e-02,3.411764705882353033e-01,3.672569096088409424e-01
2.117647058823529313e-02,3.411764705882353033e-01,3.769348263740539551e-01
2.193277310924369658e-02,3.411764705882353033e-01,3.862925171852111816e-01
2.268907563025210003e-02,3.411764705882353033e-01,3.952134549617767334e-01
2.344537815126050348e-02,3.411764705882353033e-01,4.038689434528350830e-01
2.420168067226890693e-02,3.411764705882353033e-01,4.124748110771179199e-01
2.495798319327731038e-02,3.411764705882353033e-01,4.206516146659851074e-01
2.571428571428571383e-02,3.411764705882353033e-01,4.284924566745758057e-01
2.647058823529411728e-02,3.411764705882353033e-01,4.364794790744781494e-01
2.722689075630252073e-02,3.411764705882353033e-01,4.436829686164855957e-01
2.798319327731092418e-02,3.411764705882353033e-01,4.504381418228149414e-01
2.873949579831932763e-02,3.411764705882353033e-01,4.568190276622772217e-01
2.949579831932773108e-02,3.411764705882353033e-01,4.627496600151062012e-01
3.025210084033613453e-02,3.411764705882353033e-01,4.685555994510650635e-01
3.100840336134453798e-02,3.411764705882353033e-01,4.742144644260406494e-01
3.176470588235293796e-02,3.411764705882353033e-01,4.800454080104827881e-01
3.252100840336134141e-02,3.411764705882353033e-01,4.854897856712341309e-01
3.327731092436974486e-02,3.411764705882353033e-01,4.908130466938018799e-01
3.403361344537814831e-02,3.411764705882353033e-01,4.962894618511199951e-01
3.478991596638655176e-02,3.411764705882353033e-01,5.015019178390502930e-01
3.554621848739495521e-02,3.411764705882353033e-01,5.064197778701782227e-01
3.630252100840335866e-02,3.411764705882353033e-01,5.111180543899536133e-01
3.705882352941176211e-02,3.411764705882353033e-01,5.159222483634948730e-01
3.781512605042016556e-02,3.411764705882353033e-01,5.206066370010375977e-01
3.857142857142856901e-02,3.411764705882353033e-01,5.254845023155212402e-01
3.932773109243697246e-02,3.411764705882353033e-01,5.304265022277832031e-01
4.008403361344537591e-02,3.411764705882353033e-01,5.356254577636718750e-01
4.084033613445377936e-02,3.411764705882353033e-01,5.407044887542724609e-01
4.159663865546218281e-02,3.411764705882353033e-01,5.456891655921936035e-01
4.235294117647058626e-02,3.411764705882353033e-01,5.505356788635253906e-01
4.310924369747898971e-02,3.411764705882353033e-01,5.551023483276367188e-01
4.386554621848739316e-02,3.411764705882353033e-01,5.596662759780883789e-01
4.462184873949579661e-02,3.411764705882353033e-01,5.641220808029174805e-01
4.537815126050420006e-02,3.411764705882353033e-01,5.686068534851074219e-01
4.613445378151260351e-02,3.411764705882353033e-01,5.729944705963134766e-01
4.689075630252100696e-02,3.411764705882353033e-01,5.773095488548278809e-01
4.764705882352941041e-02,3.411764705882353033e-01,5.814132094383239746e-01
4.840336134453781386e-02,3.411764705882353033e-01,5.855669975280761719e-01
4.915966386554621731e-02,3.411764705882353033e-01,5.898428559303283691e-01
4.991596638655462076e-02,3.411764705882353033e-01,5.940293073654174805e-01
5.067226890756302421e-02,3.411764705882353033e-01,5.978435873985290527e-01
5.142857142857142766e-02,3.411764705882353033e-01,6.014191508293151855e-01
5.218487394957983111e-02,3.411764705882353033e-01,6.049703955650329590e-01
5.294117647058823456e-02,3.411764705882353033e-01,6.115904450416564941e-01
5.369747899159663801e-02,3.411764705882353033e-01,6.153098940849304199e-01
5.445378151260504146e-02,3.411764705882353033e-01,6.189978718757629395e-01
5.521008403361344491e-02,3.411764705882353033e-01,6.224219202995300293e-01
5.596638655462184836e-02,3.411764705882353033e-01,6.257585883140563965e-01
5.672268907563025181e-02,3.411764705882353033e-01,6.292002201080322266e-01
5.747899159663865526e-02,3.411764705882353033e-01,6.327278614044189453e-01
5.823529411764705871e-02,3.411764705882353033e-01,6.360372304916381836e-01
5.899159663865546216e-02,3.411764705882353033e-01,6.392217874526977539e-01
5.974789915966386561e-02,3.411764705882353033e-01,6.420292258262634277e-01
6.050420168067226906e-02,3.411764705882353033e-01,6.446853876113891602e-01
6.126050420168067251e-02,3.411764705882353033e-01,6.473792195320129395e-01
6.201680672268907596e-02,3.411764705882353033e-01,6.501876711845397949e-01
6.277310924369747247e-02,3.411764705882353033e-01,6.530004143714904785e-01
6.352941176470587592e-02,3.411764705882353033e-01,6.557226777076721191e-01
6.428571428571427937e-02,3.411764705882353033e-01,6.582213044166564941e-01
6.504201680672268282e-02,3.411764705882353033e-01,6.605738401412963867e-01
6.579831932773108627e-02,3.411764705882353033e-01,6.627112627029418945e-01
6.655462184873948972e-02,3.411764705882353033e-01,6.646481752395629883e-01
6.731092436974789317e-02,3.411764705882353033e-01,6.666435599327087402e-01
6.806722689075629662e-02,3.411764705882353033e-01,6.686292290687561035e-01
6.882352941176470007e-02,3.411764705882353033e-01,6.705455183982849121e-01
6.957983193277310352e-02,3.411764705882353033e-01,6.723450422286987305e-01
7.033613445378150697e-02,3.411764705882353033e-01,6.739026904106140137e-01
7.109243697478991042e-02,3.411764705882353033e-01,6.752489805221557617e-01
7.184873949579831387e-02,3.411764705882353033e-01,6.764877438545227051e-01
7.260504201680671732e-02,3.411764705882353033e-01,6.774834990501403809e-01
7.336134453781512077e-02,3.411764705882353033e-01,6.781249642372131348e-01
7.411764705882352422e-02,3.411764705882353033e-01,6.784346103668212891e-01
7.487394957983192767e-02,3.411764705882353033e-01,6.786778569221496582e-01
7.563025210084033112e-02,3.411764705882353033e-01,6.785950064659118652e-01
7.638655462184873457e-02,3.411764705882353033e-01,6.782916784286499023e-01
7.714285714285713802e-02,3.411764705882353033e-01,6.778903007507324219e-01
7.789915966386554147e-02,3.411764705882353033e-01,6.774759888648986816e-01
7.865546218487394492e-02,3.411764705882353033e-01,6.770584583282470703e-01
7.941176470588234837e-02,3.411764705882353033e-01,6.765046119689941406e-01
8.016806722689075182e-02,3.411764705882353033e-01,6.759061217308044434e-01
8.092436974789915527e-02,3.411764705882353033e-01,6.753942370414733887e-01
8.168067226890755872e-02,3.411764705882353033e-01,6.748228669166564941e-01
8.243697478991596217e-02,3.411764705882353033e-01,6.743110418319702148e-01
8.319327731092436562e-02,3.411764705882353033e-01,6.736778020858764648e-01
8.394957983193276907e-02,3.411764705882353033e-01,6.730907559394836426e-01
8.470588235294117252e-02,3.411764705882353033e-01,6.724219322204589844e-01
8.546218487394957597e-02,3.411764705882353033e-01,6.716687083244323730e-01
8.621848739495797942e-02,3.411764705882353033e-01,6.734352111816406250e-01
8.697478991596638287e-02,3.411764705882353033e-01,6.724939942359924316e-01
8.773109243697478632e-02,3.411764705882353033e-01,6.715604066848754883e-01
8.848739495798318977e-02,3.411764705882353033e-01,6.707985401153564453e-01
8.924369747899159322e-02,3.411764705882353033e-01,6.700198054313659668e-01
8.999999999999999667e-02,3.411764705882353033e-01,6.691933870315551758e-01
0.000000000000000000e+00,3.436974789915966388e-01,2.636546641588211060e-02
7.563025210084033416e-04,3.436974789915966388e-01,4.278974607586860657e-02
1.512605042016806683e-03,3.436974789915966388e-01,5.917518213391304016e-02
2.268907563025209916e-03,3.436974789915966388e-01,7.509303838014602661e-02
3.025210084033613366e-03,3.436974789915966388e-01,9.054063260555267334e-02
3.781512605042016816e-03,3.436974789915966388e-01,1.054111346602439880e-01
4.537815126050419832e-03,3.436974789915966388e-01,1.196272522211074829e-01
5.294117647058823282e-03,3.436974789915966388e-01,1.332831531763076782e-01
6.050420168067226732e-03,3.436974789915966388e-01,1.466000378131866455e-01
6.806722689075630182e-03,3.436974789915966388e-01,1.599323153495788574e-01
7.563025210084033632e-03,3.436974789915966388e-01,1.730525940656661987e-01
8.319327731092436215e-03,3.436974789915966388e-01,1.860732287168502808e-01
9.075630252100839665e-03,3.436974789915966388e-01,1.989418417215347290e-01
9.831932773109243115e-03,3.436974789915966388e-01,2.116201817989349365e-01
1.058823529411764656e-02,3.436974789915966388e-01,2.242391258478164673e-01
1.134453781512605001e-02,3.436974789915966388e-01,2.366696298122406006e-01
1.210084033613445346e-02,3.436974789915966388e-01,2.486527860164642334e-01
1.285714285714285691e-02,3.436974789915966388e-01,2.605390846729278564e-01
1.361344537815126036e-02,3.436974789915966388e-01,2.719488441944122314e-01
1.436974789915966381e-02,3.436974789915966388e-01,2.831999361515045166e-01
1.512605042016806726e-02,3.436974789915966388e-01,2.943907976150512695e-01
1.588235294117646898e-02,3.436974789915966388e-01,3.054597675800323486e-01
1.663865546218487243e-02,3.436974789915966388e-01,3.162866830825805664e-01
1.739495798319327588e-02,3.436974789915966388e-01,3.267234861850738525e-01
1.815126050420167933e-02,3.436974789915966388e-01,3.368721604347229004e-01
1.890756302521008278e-02,3.436974789915966388e-01,3.469475209712982178e-01
1.966386554621848623e-02,3.436974789915966388e-01,3.568349778652191162e-01
2.042016806722688968e-02,3.436974789915966388e-01,3.664659857749938965e-01
2.117647058823529313e-02,3.436974789915966388e-01,3.760665953159332275e-01
2.193277310924369658e-02,3.436974789915966388e-01,3.852787315845489502e-01
2.268907563025210003e-02,3.436974789915966388e-01,3.942319750785827637e-01
2.344537815126050348e-02,3.436974789915966388e-01,4.028461575508117676e-01
2.420168067226890693e-02,3.436974789915966388e-01,4.114443063735961914e-01
2.495798319327731038e-02,3.436974789915966388e-01,4.197137653827667236e-01
2.571428571428571383e-02,3.436974789915966388e-01,4.275001287460327148e-01
2.647058823529411728e-02,3.436974789915966388e-01,4.354413449764251709e-01
2.722689075630252073e-02,3.436974789915966388e-01,4.429122805595397949e-01
2.798319327731092418e-02,3.436974789915966388e-01,4.495174586772918701e-01
2.873949579831932763e-02,3.436974789915966388e-01,4.556791186332702637e-01
2.949579831932773108e-02,3.436974789915966388e-01,4.615503549575805664e-01
3.025210084033613453e-02,3.436974789915966388e-01,4.674143195152282715e-01
3.100840336134453798e-02,3.436974789915966388e-01,4.732341468334197998e-01
3.176470588235293796e-02,3.436974789915966388e-01,4.790747463703155518e-01
3.252100840336134141e-02,3.436974789915966388e-01,4.846120774745941162e-01
3.327731092436974486e-02,3.436974789915966388e-01,4.898253083229064941e-01
3.403361344537814831e-02,3.436974789915966388e-01,4.952193498611450195e-01
3.478991596638655176e-02,3.436974789915966388e-01,5.005930066108703613e-01
3.554621848739495521e-02,3.436974789915966388e-01,5.056187510490417480e-01
3.630252100840335866e-02,3.436974789915966388e-01,5.103891491889953613e-01
3.705882352941176211e-02,3.436974789915966388e-01,5.151575207710266113e-01
3.781512605042016556e-02,3.436974789915966388e-01,5.199046730995178223e-01
3.857142857142856901e-02,3.436974789915966388e-01,5.247665047645568848e-01
3.932773109243697246e-02,3.436974789915966388e-01,5.298187732696533203e-01
4.008403361344537591e-02,3.436974789915966388e-01,5.348541140556335449e-01
4.084033613445377936e-02,3.436974789915966388e-01,5.400006771087646484e-01
4.159663865546218281e-02,3.436974789915966388e-01,5.450184941291809082e-01
4.235294117647058626e-02,3.436974789915966388e-01,5.499850511550903320e-01
4.310924369747898971e-02,3.436974789915966388e-01,5.547496676445007324e-01
4.386554621848739316e-02,3.436974789915966388e-01,5.593620538711547852e-01
4.462184873949579661e-02,3.436974789915966388e-01,5.637198090553283691e-01
4.537815126050420006e-02,3.436974789915966388e-01,5.681640505790710449e-01
4.613445378151260351e-02,3.436974789915966388e-01,5.726020336151123047e-01
4.689075630252100696e-02,3.436974789915966388e-01,5.769349932670593262e-01
4.764705882352941041e-02,3.436974789915966388e-01,5.809997916221618652e-01
4.840336134453781386e-02,3.436974789915966388e-01,5.851641893386840820e-01
4.915966386554621731e-02,3.436974789915966388e-01,5.893450975418090820e-01
4.991596638655462076e-02,3.436974789915966388e-01,5.935119986534118652e-01
5.067226890756302421e-02,3.436974789915966388e-01,5.974502563476562500e-01
5.142857142857142766e-02,3.436974789915966388e-01,6.011201143264770508e-01
5.218487394957983111e-02,3.436974789915966388e-01,6.045467853546142578e-01
5.294117647058823456e-02,3.436974789915966388e-01,6.109820008277893066e-01
5.369747899159663801e-02,3.436974789915966388e-01,6.144847869873046875e-01
5.445378151260504146e-02,3.436974789915966388e-01,6.179596781730651855e-01
5.521008403361344491e-02,3.436974789915966388e-01,6.214737892150878906e-01
5.596638655462184836e-02,3.436974789915966388e-01,6.246823668479919434e-01
5.672268907563025181e-02,3.436974789915966388e-01,6.281278133392333984e-01
5.747899159663865526e-02,3.436974789915966388e-01,6.315100193023681641e-01
5.823529411764705871e-02,3.436974789915966388e-01,6.347779631614685059e-01
5.899159663865546216e-02,3.436974789915966388e-01,6.378069519996643066e-01
5.974789915966386561e-02,3.436974789915966388e-01,6.407763957977294922e-01
6.050420168067226906e-02,3.436974789915966388e-01,6.433816552162170410e-01
6.126050420168067251e-02,3.436974789915966388e-01,6.459888219833374023e-01
6.201680672268907596e-02,3.436974789915966388e-01,6.487057805061340332e-01
6.277310924369747247e-02,3.436974789915966388e-01,6.514271497726440430e-01
6.352941176470587592e-02,3.436974789915966388e-01,6.541920304298400879e-01
6.428571428571427937e-02,3.436974789915966388e-01,6.568381190299987793e-01
6.504201680672268282e-02,3.436974789915966388e-01,6.592667698860168457e-01
6.579831932773108627e-02,3.436974789915966388e-01,6.614905595779418945e-01
6.655462184873948972e-02,3.436974789915966388e-01,6.633597612380981445e-01
6.731092436974789317e-02,3.436974789915966388e-01,6.652278900146484375e-01
6.806722689075629662e-02,3.436974789915966388e-01,6.671295762062072754e-01
6.882352941176470007e-02,3.436974789915966388e-01,6.689929366111755371e-01
6.957983193277310352e-02,3.436974789915966388e-01,6.708218455314636230e-01
7.033613445378150697e-02,3.436974789915966388e-01,6.725103259086608887e-01
7.109243697478991042e-02,3.436974789915966388e-01,6.736782789230346680e-01
7.184873949579831387e-02,3.436974789915966388e-01,6.748013496398925781e-01
7.260504201680671732e-02,3.436974789915966388e-01,6.758334040641784668e-01
7.336134453781512077e-02,3.436974789915966388e-01,6.764596700668334961e-01
7.411764705882352422e-02,3.436974789915966388e-01,6.767646074295043945e-01
7.487394957983192767e-02,3.436974789915966388e-01,6.769996881484985352e-01
7.563025210084033112e-02,3.436974789915966388e-01,6.768448948860168457e-01
7.638655462184873457e-02,3.436974789915966388e-01,6.766417622566223145e-01
7.714285714285713802e-02,3.436974789915966388e-01,6.763264536857604980e-01
7.789915966386554147e-02,3.436974789915966388e-01,6.760213971138000488e-01
7.865546218487394492e-02,3.436974789915966388e-01,6.756899356842041016e-01
7.941176470588234837e-02,3.436974789915966388e-01,6.750711202621459961e-01
8.016806722689075182e-02,3.436974789915966388e-01,6.745164990425109863e-01
8.092436974789915527e-02,3.436974789915966388e-01,6.739470958709716797e-01
8.168067226890755872e-02,3.436974789915966388e-01,6.734557151794433594e-01
8.243697478991596217e-02,3.436974789915966388e-01,6.730839610099792480e-01
8.319327731092436562e-02,3.436974789915966388e-01,6.727610826492309570e-01
8.394957983193276907e-02,3.436974789915966388e-01,6.722229719161987305e-01
8.470588235294117252e-02,3.436974789915966388e-01,6.715350151062011719e-01
8.546218487394957597e-02,3.436974789915966388e-01,6.707008481025695801e-01
8.621848739495797942e-02,3.436974789915966388e-01,6.697801351547241211e-01
8.697478991596638287e-02,3.436974789915966388e-01,6.714790463447570801e-01
8.773109243697478632e-02,3.436974789915966388e-01,6.705994009971618652e-01
8.848739495798318977e-02,3.436974789915966388e-01,6.697550415992736816e-01
8.924369747899159322e-02,3.436974789915966388e-01,6.689174175262451172e-01
8.999999999999999667e-02,3.436974789915966388e-01,6.682323813438415527e-01
0.000000000000000000e+00,3.462184873949579744e-01,2.636546641588211060e-02
7.563025210084033416e-04,3.462184873949579744e-01,4.281234741210937500e-02
1.512605042016806683e-03,3.462184873949579744e-01,5.917625874280929565e-02
2.268907563025209916e-03,3.462184873949579744e-01,7.514379173517227173e-02
3.025210084033613366e-03,3.462184873949579744e-01,9.058414399623870850e-02
3.781512605042016816e-03,3.462184873949579744e-01,1.054705232381820679e-01
4.537815126050419832e-03,3.462184873949579744e-01,1.196417510509490967e-01
5.294117647058823282e-03,3.462184873949579744e-01,1.333264410495758057e-01
6.050420168067226732e-03,3.462184873949579744e-01,1.466073095798492432e-01
6.806722689075630182e-03,3.462184873949579744e-01,1.598685383796691895e-01
7.563025210084033632e-03,3.462184873949579744e-01,1.729956865310668945e-01
8.319327731092436215e-03,3.462184873949579744e-01,1.859640926122665405e-01
9.075630252100839665e-03,3.462184873949579744e-01,1.988220810890197754e-01
9.831932773109243115e-03,3.462184873949579744e-01,2.114043235778808594e-01
1.058823529411764656e-02,3.462184873949579744e-01,2.240730524063110352e-01
1.134453781512605001e-02,3.462184873949579744e-01,2.364435046911239624e-01
1.210084033613445346e-02,3.462184873949579744e-01,2.483430951833724976e-01
1.285714285714285691e-02,3.462184873949579744e-01,2.601517140865325928e-01
1.361344537815126036e-02,3.462184873949579744e-01,2.715145945549011230e-01
1.436974789915966381e-02,3.462184873949579744e-01,2.827062904834747314e-01
1.512605042016806726e-02,3.462184873949579744e-01,2.939330637454986572e-01
1.588235294117646898e-02,3.462184873949579744e-01,3.049163222312927246e-01
1.663865546218487243e-02,3.462184873949579744e-01,3.156947195529937744e-01
1.739495798319327588e-02,3.462184873949579744e-01,3.260604739189147949e-01
1.815126050420167933e-02,3.462184873949579744e-01,3.361801803112030029e-01
1.890756302521008278e-02,3.462184873949579744e-01,3.461031615734100342e-01
1.966386554621848623e-02,3.462184873949579744e-01,3.559161424636840820e-01
2.042016806722688968e-02,3.462184873949579744e-01,3.654952645301818848e-01
2.117647058823529313e-02,3.462184873949579744e-01,3.750847578048706055e-01
2.193277310924369658e-02,3.462184873949579744e-01,3.840429782867431641e-01
2.268907563025210003e-02,3.462184873949579744e-01,3.931220769882202148e-01
2.344537815126050348e-02,3.462184873949579744e-01,4.017463922500610352e-01
2.420168067226890693e-02,3.462184873949579744e-01,4.103083014488220215e-01
2.495798319327731038e-02,3.462184873949579744e-01,4.186395704746246338e-01
2.571428571428571383e-02,3.462184873949579744e-01,4.263498485088348389e-01
2.647058823529411728e-02,3.462184873949579744e-01,4.342679083347320557e-01
2.722689075630252073e-02,3.462184873949579744e-01,4.417250454425811768e-01
2.798319327731092418e-02,3.462184873949579744e-01,4.482926726341247559e-01
2.873949579831932763e-02,3.462184873949579744e-01,4.545437991619110107e-01
2.949579831932773108e-02,3.462184873949579744e-01,4.606258273124694824e-01
3.025210084033613453e-02,3.462184873949579744e-01,4.667004346847534180e-01
3.100840336134453798e-02,3.462184873949579744e-01,4.725085496902465820e-01
3.176470588235293796e-02,3.462184873949579744e-01,4.782983958721160889e-01
3.252100840336134141e-02,3.462184873949579744e-01,4.839555323123931885e-01
3.327731092436974486e-02,3.462184873949579744e-01,4.892305731773376465e-01
3.403361344537814831e-02,3.462184873949579744e-01,4.946360886096954346e-01
3.478991596638655176e-02,3.462184873949579744e-01,4.999225735664367676e-01
3.554621848739495521e-02,3.462184873949579744e-01,5.051048994064331055e-01
3.630252100840335866e-02,3.462184873949579744e-01,5.099728107452392578e-01
3.705882352941176211e-02,3.462184873949579744e-01,5.147050023078918457e-01
3.781512605042016556e-02,3.462184873949579744e-01,5.195829272270202637e-01
3.857142857142856901e-02,3.462184873949579744e-01,5.244738459587097168e-01
3.932773109243697246e-02,3.462184873949579744e-01,5.293413996696472168e-01
4.008403361344537591e-02,3.462184873949579744e-01,5.344156026840209961e-01
4.084033613445377936e-02,3.462184873949579744e-01,5.395243167877197266e-01
4.159663865546218281e-02,3.462184873949579744e-01,5.446244478225708008e-01
4.235294117647058626e-02,3.462184873949579744e-01,5.495696663856506348e-01
4.310924369747898971e-02,3.462184873949579744e-01,5.543735623359680176e-01
4.386554621848739316e-02,3.462184873949579744e-01,5.591326951980590820e-01
4.462184873949579661e-02,3.462184873949579744e-01,5.636478662490844727e-01
4.537815126050420006e-02,3.462184873949579744e-01,5.678261518478393555e-01
4.613445378151260351e-02,3.462184873949579744e-01,5.718486309051513672e-01
4.689075630252100696e-02,3.462184873949579744e-01,5.759986639022827148e-01
4.764705882352941041e-02,3.462184873949579744e-01,5.801993608474731445e-01
4.840336134453781386e-02,3.462184873949579744e-01,5.842949748039245605e-01
4.915966386554621731e-02,3.462184873949579744e-01,5.883408188819885254e-01
4.991596638655462076e-02,3.462184873949579744e-01,5.922316312789916992e-01
5.067226890756302421e-02,3.462184873949579744e-01,5.960777401924133301e-01
5.142857142857142766e-02,3.462184873949579744e-01,5.997275710105895996e-01
5.218487394957983111e-02,3.462184873949579744e-01,6.032717823982238770e-01
5.294117647058823456e-02,3.462184873949579744e-01,6.066957712173461914e-01
5.369747899159663801e-02,3.462184873949579744e-01,6.130058765411376953e-01
5.445378151260504146e-02,3.462184873949579744e-01,6.163077354431152344e-01
5.521008403361344491e-02,3.462184873949579744e-01,6.197345256805419922e-01
5.596638655462184836e-02,3.462184873949579744e-01,6.230289936065673828e-01
5.672268907563025181e-02,3.462184873949579744e-01,6.262024641036987305e-01
5.747899159663865526e-02,3.462184873949579744e-01,6.295239329338073730e-01
5.823529411764705871e-02,3.462184873949579744e-01,6.327797174453735352e-01
5.899159663865546216e-02,3.462184873949579744e-01,6.358763575553894043e-01
5.974789915966386561e-02,3.462184873949579744e-01,6.388328075408935547e-01
6.050420168067226906e-02,3.462184873949579744e-01,6.416495442390441895e-01
6.126050420168067251e-02,3.462184873949579744e-01,6.442235112190246582e-01
6.201680672268907596e-02,3.462184873949579744e-01,6.468568444252014160e-01
6.277310924369747247e-02,3.462184873949579744e-01,6.495572924613952637e-01
6.352941176470587592e-02,3.462184873949579744e-01,6.521953344345092773e-01
6.428571428571427937e-02,3.462184873949579744e-01,6.547813415527343750e-01
6.504201680672268282e-02,3.462184873949579744e-01,6.574482321739196777e-01
6.579831932773108627e-02,3.462184873949579744e-01,6.600035429000854492e-01
6.655462184873948972e-02,3.462184873949579744e-01,6.621300578117370605e-01
6.731092436974789317e-02,3.462184873949579744e-01,6.640775799751281738e-01
6.806722689075629662e-02,3.462184873949579744e-01,6.659418940544128418e-01
6.882352941176470007e-02,3.462184873949579744e-01,6.677795648574829102e-01
6.957983193277310352e-02,3.462184873949579744e-01,6.695390939712524414e-01
7.033613445378150697e-02,3.462184873949579744e-01,6.713258028030395508e-01
7.109243697478991042e-02,3.462184873949579744e-01,6.728363633155822754e-01
7.184873949579831387e-02,3.462184873949579744e-01,6.739460825920104980e-01
7.260504201680671732e-02,3.462184873949579744e-01,6.748472452163696289e-01
7.336134453781512077e-02,3.462184873949579744e-01,6.752443909645080566e-01
7.411764705882352422e-02,3.462184873949579744e-01,6.754724979400634766e-01
7.487394957983192767e-02,3.462184873949579744e-01,6.756677627563476562e-01
7.563025210084033112e-02,3.462184873949579744e-01,6.756133437156677246e-01
7.638655462184873457e-02,3.462184873949579744e-01,6.754629611968994141e-01
