"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
62, 2.090230782561922e-01, 1.593183312530745e-01, 8.267718820823964e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.128769064612865e+00
63, 2.139570942811054e-01, 1.601186737289029e-01, 8.256025466081485e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.118590097924125e+00
64, 2.189016183633253e-01, 1.608513306591305e-01, 8.248664232000652e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.112010175674683e+00
65, 2.238553311315446e-01, 1.615190331101827e-01, 8.240233496538980e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.104974903226231e+00
66, 2.288175820564940e-01, 1.621199845014770e-01, 8.230938360395386e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.097465147218515e+00
67, 2.337875800849000e-01, 1.626531022766373e-01, 8.217257911285762e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.086850323194145e+00
68, 2.387641138327413e-01, 1.631213083713063e-01, 8.206798225357677e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.078870239255948e+00
69, 2.437464167425137e-01, 1.635234855342804e-01, 8.197451184734301e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.071847174022894e+00
70, 2.487338027060996e-01, 1.638566244655025e-01, 8.190658183780238e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.066932229211129e+00
71, 2.537257772721313e-01, 1.641120546223687e-01, 8.182082153292389e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.061054643196718e+00
72, 2.587203955911561e-01, 1.643097193230151e-01, 8.182544011156105e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.061942665419456e+00
73, 2.637163501638006e-01, 1.644704701180848e-01, 8.188897377395222e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.067049132865378e+00
74, 2.687135297575687e-01, 1.645859084559540e-01, 8.194178142832175e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.071770572446067e+00
75, 2.737116595548396e-01, 1.646494126559236e-01, 8.202768116763044e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.079226148518376e+00
76, 2.787100320344418e-01, 1.646910282813139e-01, 8.215216419992294e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.089212323431132e+00
77, 2.837084936480065e-01, 1.647193382133132e-01, 8.219739081231603e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.093457927380491e+00
78, 2.887070321922149e-01, 1.647250449908516e-01, 8.224621240599060e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.098049180904463e+00
79, 2.937055466906326e-01, 1.647084396710653e-01, 8.235605179777955e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.106927370962883e+00
80, 2.987039403493338e-01, 1.646699363860301e-01, 8.244075864089943e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.114035296857860e+00
81, 3.037021209564219e-01, 1.646098055183975e-01, 8.250579795342741e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.119753929032991e+00
82, 3.086999986936820e-01, 1.645282880188342e-01, 8.256240627138179e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.124897609941621e+00
83, 3.136974875491677e-01, 1.644256634342526e-01, 8.264928399750475e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.132338208894311e+00
84, 3.186945056692101e-01, 1.643022259075893e-01, 8.275161156520924e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.140740481063007e+00
85, 3.236909734718004e-01, 1.641582201173323e-01, 8.283672993525378e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.147935376976736e+00
