"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,           0,      -3.193785817,      -16.10608511,      -16.20567114,      -2.172596518,               0.5,       1.996364638,     0.02381074033,                 0,                 0,                 0,    -0.07089121694,       1.996364638,     0.02381074033,                 0,     0.01192704974,    0.001892629627
          0,           0,           1,      -3.273135043,       -2.66708223,      -3.466333176,      -2.251080367,               0.5,       1.948717744,      0.0260837673,                 0,                 0,                 0,    -0.06085544014,       1.948717744,      0.0260837673,                 0,     0.01338509252,    0.001892629627
          0,           0,           2,      -3.285072514,      -2.694720027,      -3.455789381,      -2.264793935,               0.5,       1.904470169,     0.02810023225,                 0,                 0,                 0,    -0.05130849396,       1.904470169,     0.02810023225,                 0,     0.01475488181,    0.001892629627
          0,           0,           3,      -3.295114928,      -2.722626625,      -3.446596063,      -2.276514029,               0.5,       1.863230052,     0.02992531116,                 0,                 0,                 0,     -0.0422531723,       1.863230052,     0.02992531116,                 0,     0.01606098567,    0.001892629627
          0,           0,           4,      -3.305410711,      -2.749586887,      -3.438862836,      -2.287902219,               0.5,       1.824712921,      0.0316224017,                 0,                 0,                 0,    -0.03365852397,       1.824712921,      0.0316224017,                 0,     0.01733006948,    0.001892629627
          0,           0,           5,      -3.315692878,      -2.775412898,      -3.430412303,      -2.298769954,               0.5,         1.7887293,     0.03321991306,                 0,                 0,                 0,    -0.02548185224,         1.7887293,     0.03321991306,                 0,     0.01857179455,    0.001892629627
          0,           0,           6,      -3.325603466,      -2.800014257,      -3.420750462,      -2.308952631,               0.5,        1.75511019,     0.03473009121,                 0,                 0,                 0,    -0.01768936778,        1.75511019,     0.03473009121,                 0,     0.01978798335,    0.001892629627
          0,           0,           7,      -3.334963344,      -2.823384769,      -3.410290387,      -2.318406772,               0.5,       1.723705471,       0.036201251,                 0,                 0,                 0,    -0.01026104172,       1.723705471,       0.036201251,                 0,     0.02100199345,    0.001892629627
          0,           0,           8,      -3.343176813,      -2.845505074,       -3.39659996,       -2.32664037,               0.5,       1.694323563,     0.03758745175,                 0,                 0,                 0,   -0.003155283338,       1.694323563,     0.03758745175,                 0,     0.02218434105,    0.001892629627
          0,           0,           9,      -3.350339613,      -2.866415743,      -3.381361309,      -2.333772272,               0.5,       1.666812798,     0.03887824561,                 0,                 0,                 0,    0.003661905211,       1.666812798,     0.03887824561,                 0,     0.02332490227,    0.001892629627
          0,           0,          10,      -3.356469399,      -2.886226459,      -3.365544082,      -2.339854644,               0.5,       1.641040235,      0.0400764538,                 0,                 0,                 0,     0.01021754814,       1.641040235,      0.0400764538,                 0,     0.02442137185,    0.001892629627
          0,           0,          11,      -3.361560958,      -2.904948027,       -3.34955349,      -2.344915247,               0.5,       1.616878928,     0.04117973528,                 0,                 0,                 0,     0.01653875783,       1.616878928,     0.04117973528,                 0,     0.02546865728,    0.001892629627
          0,           0,          12,      -3.365619253,       -2.92244131,      -3.333596985,      -2.348960547,               0.5,       1.594189287,     0.04218815539,                 0,                 0,                 0,     0.02264761948,       1.594189287,     0.04218815539,                 0,     0.02646370524,    0.001892629627
          0,           0,          13,        -3.3688904,      -2.938784827,      -3.317806848,      -2.352240203,               0.5,       1.572872598,      0.0430988576,                 0,                 0,                 0,     0.02856226238,       1.572872598,      0.0430988576,                 0,     0.02740136591,    0.001892629627
          0,           0,          14,      -3.371319155,      -2.954056785,       -3.30216611,      -2.354721808,               0.5,       1.552831259,      0.0439239866,                 0,                 0,                 0,     0.03429686837,       1.552831259,      0.0439239866,                 0,     0.02828638743,    0.001892629627
          0,           0,          15,      -3.372959824,      -2.968294137,      -3.286787995,      -2.356471331,               0.5,       1.533977068,     0.04467620054,                 0,                 0,                 0,     0.03986330708,       1.533977068,     0.04467620054,                 0,      0.0291244253,    0.001892629627
          0,           0,          16,      -3.373835274,      -2.981402813,      -3.271632674,      -2.357502594,               0.5,       1.516229658,     0.04535356406,                 0,                 0,                 0,     0.04527298603,       1.516229658,     0.04535356406,                 0,     0.02991206763,    0.001892629627
          0,           0,          17,      -3.374013361,      -2.993391459,      -3.256624486,      -2.357879304,               0.5,        1.49952248,     0.04594807855,                 0,                 0,                 0,     0.05053616882,        1.49952248,     0.04594807855,                 0,     0.03064180708,    0.001892629627
          0,           0,          18,      -3.373254948,      -3.004310048,      -3.241710997,      -2.357332211,               0.5,       1.483794359,     0.04645111505,                 0,                 0,                 0,     0.05566179076,       1.483794359,     0.04645111505,                 0,     0.03130562854,    0.001892629627
          0,           0,          19,      -3.371747354,      -3.014229146,      -3.227355791,      -2.356055036,               0.5,       1.468975569,      0.0468734804,                 0,                 0,                 0,     0.06065816907,       1.468975569,      0.0468734804,                 0,     0.03190895846,    0.001892629627
          0,           0,          20,      -3.369607857,      -3.023232238,      -3.213692778,      -2.354158367,               0.5,       1.455000926,     0.04722194556,                 0,                 0,                 0,     0.06553168024,       1.455000926,     0.04722194556,                 0,     0.03245492474,    0.001892629627
          0,           0,          21,       -3.36688451,       -3.03136467,      -3.200706655,      -2.351703759,               0.5,       1.441810578,      0.0475056536,                 0,                 0,                 0,     0.07028773819,       1.441810578,      0.0475056536,                 0,     0.03294860943,    0.004022221072
          0,           0,          22,      -3.363576525,      -3.038660691,      -3.188352627,      -2.348704595,               0.5,       1.429342889,     0.04773711108,                 0,                 0,                 0,     0.07493082907,       1.429342889,     0.04773711108,                 0,     0.03339794213,    0.004022221072
          0,           0,          23,       -3.35975903,      -3.045158095,      -3.176490552,      -2.345255258,               0.5,       1.417541858,      0.0479228641,                 0,                 0,                 0,     0.07946593828,       1.417541858,      0.0479228641,                 0,     0.03380701871,    0.004022221072
          0,           0,          24,      -3.355481327,      -3.050894235,      -3.164931699,      -2.341420904,               0.5,       1.406355238,     0.04806748587,                 0,                 0,                 0,     0.08389841395,       1.406355238,     0.04806748587,                 0,      0.0341787655,    0.004022221072
          0,           0,          25,        -3.3507416,      -3.055891212,      -3.153594216,      -2.337201977,               0.5,       1.395734944,     0.04817609137,                 0,                 0,                 0,     0.08823342658,       1.395734944,     0.04817609137,                 0,     0.03451664772,    0.004022221072
          0,           0,          26,      -3.345591472,      -3.060147924,      -3.142521542,      -2.332633222,               0.5,       1.385635447,     0.04825503933,                 0,                 0,                 0,     0.09247484896,       1.385635447,     0.04825503933,                 0,     0.03482520561,    0.004022221072
          0,           0,          27,      -3.340074671,      -3.063686528,      -3.131583223,       -2.32774777,               0.5,       1.376011061,     0.04830936741,                 0,                 0,                 0,     0.09662532775,       1.376011061,     0.04830936741,                 0,     0.03510826967,    0.004022221072
          0,           0,          28,      -3.334179186,      -3.066464459,      -3.120621602,      -2.322501131,               0.5,       1.366820138,     0.04833895543,                 0,                 0,                 0,      0.1006876867,       1.366820138,     0.04833895543,                 0,     0.03536599593,    0.004022221072
          0,           0,          29,      -3.328080051,      -3.068549028,      -3.109888678,      -2.317062315,               0.5,       1.358025818,     0.04834670293,                 0,                 0,                 0,      0.1046644471,       1.358025818,     0.04834670293,                 0,     0.03560072443,    0.004022221072
          0,           0,          30,      -3.321820722,      -3.070003394,      -3.099313334,      -2.311446618,               0.5,       1.349595108,     0.04833531893,                 0,                 0,                 0,      0.1085573846,       1.349595108,     0.04833531893,                 0,     0.03581468148,    0.004022221072
          0,           0,          31,      -3.315441606,      -3.070873822,      -3.088979449,      -2.305684076,               0.5,       1.341496323,     0.04830827757,                 0,                 0,                 0,      0.1123677022,       1.341496323,     0.04830827757,                 0,      0.0360107417,    0.004022221072
          0,           0,          32,      -3.309042122,      -3.071216047,      -3.078917895,      -2.299873494,               0.5,       1.333698341,     0.04827339774,                 0,                 0,                 0,      0.1160967598,       1.333698341,     0.04827339774,                 0,     0.03619513966,    0.004022221072
          0,           0,          33,      -3.302690552,      -3.071091469,      -3.069083539,       -2.29406379,               0.5,        1.32617369,     0.04823495925,                 0,                 0,                 0,      0.1197457865,        1.32617369,     0.04823495925,                 0,     0.03637152479,    0.004022221072
          0,           0,          34,      -3.296522727,      -3.070523469,      -3.059512284,      -2.288383818,               0.5,       1.318897669,      0.0481967524,                 0,                 0,                 0,      0.1233165676,       1.318897669,      0.0481967524,                 0,     0.03654320843,    0.004022221072
          0,           0,          35,      -3.290548664,      -3.069564367,      -3.050195792,      -2.282854595,               0.5,       1.311848368,     0.04815939905,                 0,                 0,                 0,       0.126811332,       1.311848368,     0.04815939905,                 0,     0.03671110184,    0.004022221072
          0,           0,          36,      -3.284755954,       -3.06828747,      -3.041132741,      -2.277467917,               0.5,       1.305004854,     0.04812264741,                 0,                 0,                 0,      0.1302309358,       1.305004854,     0.04812264741,                 0,     0.03687545473,    0.004022221072
